temp,temp_aparente,humedad,viento,visibilidad,presion
13.577777777777776,13.577777777777776,0.9,4.578449519214993,7.615300000000001,1004.08
10.911111111111111,10.911111111111111,0.86,4.732346141186209,2.6565,1004.61
8.800000000000002,5.294444444444445,0.99,5.147873347315374,2.6565,1004.99
8.961111111111112,5.777777777777777,0.93,4.8183192090188465,3.815700000000001,1004.85
8.199999999999998,4.605555555555555,0.96,5.042013486693585,4.4919,1004.96
7.688888888888891,3.722222222222224,0.96,5.3034611340142765,4.4436,1005.14
7.766666666666664,4.649999999999999,0.96,4.391787790866038,5.6833,1005.05
8.199999999999998,5.072222222222224,0.96,4.521835910335535,3.1073,1004.8
8.177777777777777,4.372222222222221,0.93,5.279119244722551,3.2039,1004.89
7.311111111111109,6.183333333333335,0.82,2.5972870461310205,14.0553,1007.0
7.644444444444442,5.038888888888889,0.93,3.861165627113139,6.118,1004.3
6.622222222222224,2.616666666666667,0.93,5.003548740643985,6.118,1003.68
6.683333333333334,3.2222222222222205,0.93,4.453672641764323,6.166300000000001,1003.86
6.0888888888888895,1.6499999999999997,0.93,5.3004245113009585,7.969500000000001,1003.57
6.066666666666667,1.633333333333332,0.93,5.289782604228646,6.3434,1003.96
6.144444444444446,1.4944444444444431,0.93,5.5555107775973225,10.5455,1004.1
7.133333333333336,2.688888888888891,0.8,5.671666421784694,11.2056,1004.26
7.205555555555555,3.2333333333333334,0.86,5.150999902931469,11.27,1004.18
7.566666666666666,3.544444444444446,0.84,5.323156958046607,10.5455,1004.23
8.900000000000002,5.161111111111111,0.77,5.461986817999473,11.27,1004.47
9.961111111111112,6.644444444444445,0.71,5.336749947299387,11.27,1004.52
9.888888888888888,6.55,0.71,5.339765912472194,11.0768,1004.29
11.066666666666668,11.066666666666668,0.71,5.0690827572648685,11.27,1003.93
10.116666666666667,10.116666666666667,0.76,5.034024235142298,11.27,1004.0
11.038888888888888,11.038888888888888,0.66,4.627418286690755,9.982,1004.3
10.65,10.65,0.7,4.225505886873192,14.9086,1004.0
10.050000000000002,10.050000000000002,0.7,3.8985125368529983,9.982,1004.39
9.9,7.716666666666667,0.66,3.9660685823621353,11.0285,1005.48
8.794444444444444,6.816666666666668,0.71,3.5163617561337457,9.982,1005.89
7.827777777777779,5.405555555555554,0.72,3.727505868539982,15.826300000000002,1006.37
7.855555555555556,6.122222222222224,0.72,3.131277694488306,15.005200000000002,1006.56
7.316666666666667,6.211111111111111,0.75,2.5817435968740194,15.8746,1007.07
7.244444444444444,6.005555555555556,0.75,2.6676206626880066,15.8746,1007.37
5.438888888888888,5.438888888888888,0.88,1.9284968239538278,9.982,1012.23
7.200000000000001,4.549999999999999,0.76,3.8044579114507235,15.826300000000002,1007.28
6.688888888888888,3.1611111111111097,0.7,4.530728418256826,15.826300000000002,1007.18
6.211111111111111,2.694444444444445,0.73,4.393620375043797,14.9569,1007.39
6.111111111111111,2.7999999999999994,0.76,4.175679585408823,9.982,1007.67
6.111111111111111,2.438888888888889,0.76,4.518274006741955,9.982,1007.98
6.172222222222222,2.922222222222221,0.76,4.129152455407768,9.982,1008.57
7.222222222222222,3.8333333333333326,0.71,4.528951313494107,9.982,1008.87
7.288888888888888,4.2444444444444445,0.73,4.20066661376501,9.982,1009.44
7.405555555555555,4.816666666666667,0.72,3.795984720727943,9.982,1010.03
7.96111111111111,6.072222222222222,0.7,3.279451173595972,10.0464,1010.22
8.033333333333335,7.583333333333333,0.7,2.2050396821826133,10.0464,1010.39
9.07777777777778,9.07777777777778,0.65,1.5436320805165977,10.0303,1010.24
9.05,9.05,0.62,0.5674504383644443,9.982,1010.0
9.05,9.05,0.65,1.803385704723202,11.2056,1009.98
9.183333333333334,9.183333333333334,0.65,1.7351368822084328,11.0285,1010.05
9.07222222222222,7.455555555555557,0.7,3.2349652239243625,9.982,1010.1
7.983333333333332,6.81111111111111,0.75,2.7095387061269305,9.982,1010.39
8.072222222222223,6.433333333333333,0.75,3.0846555723451523,9.982,1010.91
7.894444444444446,6.127777777777778,0.82,3.16197722951953,9.982,1011.32
7.311111111111109,4.8055555555555545,0.83,3.6993242626187826,11.9784,1011.61
7.33888888888889,5.183333333333333,0.84,3.3976020955962456,14.168000000000005,1011.97
6.622222222222224,4.111111111111111,0.85,3.566370704231404,14.9086,1012.22
6.066666666666667,3.4111111111111114,0.88,3.591114033277139,14.9086,1012.74
8.338888888888887,8.338888888888887,0.88,0.8320456718233681,15.005200000000002,1015.35
5.183333333333333,4.111111111111111,0.91,2.3533805472128813,9.982,1013.29
3.722222222222224,2.566666666666665,0.94,2.2804166286010106,9.982,1013.39
4.855555555555557,3.7055555555555566,0.93,2.370421903375009,5.9248,1013.45
5.211111111111112,5.211111111111112,0.92,2.18302542358077,1.2236,1013.4
6.255555555555555,4.638888888888889,0.92,2.8144626485352404,7.212800000000001,1013.81
7.794444444444445,6.0555555555555545,0.87,3.123555666223991,10.6743,1014.7
10.050000000000002,10.050000000000002,0.76,3.113229834111192,11.2056,1014.67
12.2,12.2,0.66,3.8065732621348563,9.982,1014.66
12.7,12.7,0.63,4.509356938633268,11.0285,1014.8
13.933333333333332,13.933333333333332,0.58,4.856593456323064,11.27,1014.47
15.094444444444449,15.094444444444449,0.59,4.722128757244978,11.27,1014.16
15.150000000000002,15.150000000000002,0.5,3.8360656928681505,11.4471,1014.07
16.177777777777777,16.177777777777777,0.44,3.8065732621348563,11.27,1013.34
16.25,16.25,0.55,3.8360656928681505,11.27,1012.72
16.29444444444444,16.29444444444444,0.5,4.426477154577893,11.4471,1012.38
16.099999999999998,16.099999999999998,0.56,3.8507272040486074,11.125100000000002,1012.38
12.955555555555556,12.955555555555556,0.68,3.4609825194588892,11.27,1012.72
13.85,13.85,0.64,3.3999705881080793,11.4471,1013.42
12.77777777777778,12.77777777777778,0.69,3.7747185325531225,10.0464,1014.41
12.15,12.15,0.72,3.3546832935465014,15.8746,1014.89
10.677777777777775,10.677777777777775,0.81,2.4041422586860373,15.005200000000002,1014.91
10.444444444444445,10.444444444444445,0.83,1.6249307677559681,15.8746,1014.75
9.822222222222225,9.466666666666663,0.8,2.3049945770001283,15.8746,1015.55
11.02777777777778,11.02777777777778,0.74,3.3738257216400496,14.9569,1015.7
7.138888888888889,7.138888888888889,0.93,1.9117269679533215,14.9086,1016.43
7.622222222222222,5.644444444444442,0.89,3.2965891463753865,14.9086,1016.56
7.627777777777775,6.611111111111111,0.86,2.5535269726399994,13.3791,1017.15
7.044444444444444,4.855555555555557,0.86,3.376210893886814,9.982,1017.37
8.599999999999998,7.03888888888889,0.84,3.1080540535840107,9.982,1018.25
9.65,7.383333333333332,0.84,3.9943835569459276,9.982,1019.24
12.105555555555554,12.105555555555554,0.72,3.6290219067952734,9.982,1019.83
12.77777777777778,12.77777777777778,0.71,3.6290219067952734,11.2056,1020.51
13.81111111111111,13.81111111111111,0.65,3.110643020341614,11.4471,1020.91
16.016666666666666,16.016666666666666,0.48,3.352282804299184,11.27,1020.6
17.127777777777776,17.127777777777776,0.47,3.564112792827971,11.27,1020.39
17.144444444444446,17.144444444444446,0.43,3.257284144805301,11.4471,1020.34
17.77777777777778,17.77777777777778,0.4,2.8201772993909446,11.2056,1019.7
17.77777777777778,17.77777777777778,0.37,1.61,11.2056,1018.89
17.805555555555557,17.805555555555557,0.43,3.31849363416596,10.3523,1018.48
16.15555555555555,16.15555555555555,0.52,3.0320125329556276,9.982,1017.87
14.05,14.05,0.63,3.0266978706174164,9.982,1017.56
13.08888888888889,13.08888888888889,0.67,3.045258609707885,9.982,1017.38
12.288888888888888,12.288888888888888,0.72,3.074199082688042,9.982,1017.58
12.77777777777778,12.77777777777778,0.66,3.3281826872934723,15.826300000000002,1017.65
12.727777777777776,12.727777777777776,0.67,3.657745207091385,14.9569,1017.36
12.266666666666666,12.266666666666666,0.69,3.759760630678501,15.826300000000002,1016.8
11.71111111111111,11.71111111111111,0.71,3.364268122489645,15.826300000000002,1016.64
10.82777777777778,10.82777777777778,0.86,3.029356367283321,14.168000000000005,1013.13
12.2,12.2,0.59,3.7640403823551103,15.826300000000002,1014.79
12.2,12.2,0.6,3.7811109478564635,15.826300000000002,1014.25
11.688888888888888,11.688888888888888,0.68,3.718857351391688,14.9569,1013.95
11.205555555555556,11.205555555555556,0.77,3.742592684223064,9.982,1013.63
11.133333333333333,11.133333333333333,0.77,3.9355050501809803,9.982,1013.27
11.43888888888889,11.43888888888889,0.77,3.7253456215497645,10.3523,1013.56
13.033333333333337,13.033333333333337,0.81,3.802341383937008,9.982,1012.85
17.244444444444444,17.244444444444444,0.62,5.001939623785957,11.27,1012.15
17.73888888888889,17.73888888888889,0.53,5.231634543811332,11.4471,1011.71
17.84444444444445,17.84444444444445,0.56,4.713597352341416,11.27,1011.28
18.86111111111111,18.86111111111111,0.56,4.851618286716299,11.27,1010.99
18.666666666666664,18.666666666666664,0.56,4.460896770829829,11.3988,1010.93
17.82222222222222,17.82222222222222,0.56,4.183383797836387,11.27,1010.7
17.800000000000004,17.800000000000004,0.59,4.206411772520613,11.27,1010.52
17.349999999999998,17.349999999999998,0.57,4.422838455110021,11.3988,1010.69
16.06666666666667,16.06666666666667,0.67,4.670706584661469,11.2056,1010.86
14.933333333333334,14.933333333333334,0.73,4.156356577580898,11.2056,1011.14
13.922222222222224,13.922222222222224,0.78,3.4306121902657547,11.2861,1011.64
12.755555555555556,12.755555555555556,0.84,3.3233416917313816,11.0768,1012.02
12.755555555555556,12.755555555555556,0.84,3.3257630703343857,15.697500000000002,1012.21
12.372222222222224,12.372222222222224,0.86,2.700611041968095,14.876400000000002,1012.33
11.183333333333334,11.183333333333334,0.93,2.6311594402468277,15.826300000000002,1012.6
11.666666666666666,11.666666666666666,0.9,3.3426636085612924,15.826300000000002,1012.8
8.977777777777776,7.366666666666664,0.95,3.2124912451242573,6.8425,1012.66
10.577777777777776,10.577777777777776,0.93,3.3426636085612924,14.9086,1012.32
10.533333333333337,10.533333333333337,0.89,3.742592684223064,14.9086,1012.33
10.58888888888889,10.58888888888889,0.87,2.700611041968095,14.168000000000005,1012.55
9.983333333333333,9.283333333333337,0.89,2.5941858067609576,15.826300000000002,1012.71
11.022222222222224,11.022222222222224,0.86,2.808736370683443,9.982,1013.01
13.538888888888888,13.538888888888888,0.75,3.4446625378983065,9.982,1013.23
13.88888888888889,13.88888888888889,0.68,4.47351092543653,11.2056,1013.31
15.0,15.0,0.67,4.192994156924143,11.2056,1013.4
17.183333333333334,17.183333333333334,0.57,3.9943835569459276,11.4471,1013.27
16.2,16.2,0.62,4.038477435866146,11.27,1013.02
17.75,17.75,0.56,4.215969639359373,11.2056,1013.03
18.40555555555555,18.40555555555555,0.54,4.367894229488622,15.3594,1012.55
17.82222222222222,17.82222222222222,0.59,4.194913586714272,11.27,1012.03
17.31111111111111,17.31111111111111,0.57,4.509356938633268,11.27,1011.81
17.505555555555553,17.505555555555553,0.55,3.7036738517315477,11.4471,1011.33
17.266666666666666,17.266666666666666,0.54,3.7917410249119072,9.982,1011.2
15.13888888888889,15.13888888888889,0.61,3.3014693698412527,9.982,1011.5
13.25,13.25,0.69,2.171934621483805,9.982,1011.76
12.294444444444444,12.294444444444444,0.72,2.1607868937033103,9.982,1012.01
10.699999999999998,10.699999999999998,0.79,1.8905554739282318,15.826300000000002,1012.31
9.855555555555558,9.38888888888889,0.85,2.397436130536119,14.9569,1012.51
9.522222222222222,7.861111111111111,0.88,3.357082066318904,11.9784,1012.52
8.405555555555557,8.405555555555557,0.92,1.767314346685388,11.9784,1012.61
13.011111111111113,13.011111111111113,0.82,3.1028696395433695,14.9569,1011.27
7.733333333333334,7.733333333333334,0.96,1.8518369258657739,4.2987,1012.54
6.138888888888888,6.138888888888888,0.96,1.8299726773916598,4.1216,1012.44
6.472222222222221,6.472222222222221,0.95,1.7304912597294446,4.7656,1012.62
6.627777777777777,6.627777777777777,0.96,1.816727827716634,2.9302,1012.75
8.68888888888889,8.68888888888889,0.93,1.1970380110923797,5.8443000000000005,1012.96
11.994444444444447,11.994444444444447,0.81,1.5540270267920053,9.6117,1013.38
13.766666666666667,13.766666666666667,0.78,2.0380873386584786,9.6761,1013.14
15.088888888888889,15.088888888888889,0.77,2.715474175903722,9.9015,1013.33
16.455555555555556,16.455555555555556,0.68,2.794369338509138,11.0768,1013.56
17.31111111111111,17.31111111111111,0.62,2.715474175903722,11.27,1013.61
17.872222222222224,17.872222222222224,0.64,2.8934408582170814,11.27,1013.11
19.038888888888884,19.038888888888884,0.47,2.6585522375909787,11.4471,1012.69
18.97777777777777,18.97777777777777,0.51,3.2965891463753865,11.27,1012.2
19.00555555555555,19.00555555555555,0.55,2.194060163258975,11.2056,1011.7
19.01111111111111,19.01111111111111,0.53,2.190388093466544,11.3988,1011.4
17.866666666666664,17.866666666666664,0.64,3.3063423900134725,11.2056,1011.32
17.266666666666666,17.266666666666666,0.62,3.294146323404594,9.982,1011.23
16.188888888888886,16.188888888888886,0.61,2.255570881173988,10.3523,1011.5
14.883333333333333,14.883333333333333,0.72,3.029356367283321,9.982,1012.05
14.327777777777776,14.327777777777776,0.75,3.3063423900134725,15.826300000000002,1012.15
14.511111111111113,14.511111111111113,0.75,2.5249950495000975,14.9569,1012.09
14.372222222222222,14.372222222222222,0.75,2.5566775314849544,15.826300000000002,1011.83
14.877777777777778,14.877777777777778,0.72,3.770450901417495,15.826300000000002,1011.45
10.405555555555551,10.405555555555551,0.92,1.8990523952750753,2.0125,1012.05
12.82222222222222,12.82222222222222,0.83,2.904548157631407,11.2056,1011.18
12.8,12.8,0.85,3.7981047905501506,14.9086,1010.07
12.82777777777778,12.82777777777778,0.86,3.727505868539982,14.168000000000005,1009.83
12.266666666666666,12.266666666666666,0.85,3.97215306855111,11.2056,1009.8
12.266666666666666,12.266666666666666,0.85,3.9477588578837994,11.27,1009.99
12.183333333333334,12.183333333333334,0.82,3.5186503094226347,11.0768,1010.21
12.17222222222222,12.17222222222222,0.8,4.514709292966713,11.27,1010.41
12.711111111111112,12.711111111111112,0.83,4.699914892846465,11.27,1010.33
15.605555555555558,15.605555555555558,0.78,4.72724020967837,10.3523,1010.43
16.022222222222226,16.022222222222226,0.78,4.25019999529434,11.2056,1010.29
17.200000000000003,17.200000000000003,0.67,4.20066661376501,11.2056,1010.1
17.21666666666667,17.21666666666667,0.71,3.753331853167263,11.0285,1009.96
17.82777777777778,17.82777777777778,0.69,3.6621441806679322,11.2056,1009.86
17.82777777777778,17.82777777777778,0.69,3.823453935906643,11.2056,1009.47
17.733333333333334,17.733333333333334,0.69,3.039967105085185,11.0285,1009.63
16.272222222222222,16.272222222222222,0.71,4.803259310093512,11.2056,1009.39
13.166666666666668,13.166666666666668,0.93,1.9409791343546174,5.216400000000001,1011.07
13.255555555555556,13.255555555555556,0.93,1.771863425888124,8.05,1011.23
13.011111111111113,13.011111111111113,0.93,3.2149961119727655,9.982,1011.35
12.455555555555556,12.455555555555556,0.91,2.4074883177286655,14.9086,1011.67
12.488888888888887,12.488888888888887,0.9,3.1441055961910696,14.586600000000002,1011.76
9.555555555555555,8.850000000000001,0.8,2.5472141645334814,15.826300000000002,1015.68
10.622222222222222,10.622222222222222,0.79,3.7447429818346687,15.826300000000002,1015.41
8.722222222222223,8.722222222222223,0.93,2.1383170952877872,11.3988,1014.98
10.533333333333337,10.533333333333337,0.77,3.281904934637809,15.826300000000002,1015.18
9.444444444444445,8.705555555555556,0.83,2.5566775314849544,15.826300000000002,1014.7
9.888888888888888,9.327777777777776,0.83,2.4669414261388534,14.9569,1014.64
10.366666666666664,10.366666666666664,0.78,3.2720788499056686,15.826300000000002,1014.31
8.88888888888889,7.233333333333336,0.89,3.239938271016903,11.2056,1014.63
9.97777777777778,8.994444444444444,0.84,2.828727629164745,11.0285,1014.82
12.2,12.2,0.73,1.5694903631433996,9.982,1014.82
13.961111111111112,13.961111111111112,0.67,3.050540935637481,9.982,1015.0
14.944444444444445,14.944444444444445,0.67,2.6766583644537083,10.3523,1014.9
16.183333333333334,16.183333333333334,0.71,3.4282648672469866,9.982,1014.35
16.366666666666667,16.366666666666667,0.61,2.6706366282218177,11.27,1014.51
17.372222222222224,17.372222222222224,0.57,1.9032866310674281,11.4471,1014.32
17.672222222222224,17.672222222222224,0.51,1.3247263868437134,11.27,1013.93
17.72222222222222,17.72222222222222,0.53,2.9458275577501136,11.27,1013.45
16.238888888888887,16.238888888888887,0.61,1.6833300330000651,11.3988,1013.43
14.066666666666666,14.066666666666666,0.71,3.039967105085185,11.2056,1013.58
13.955555555555556,13.955555555555556,0.76,2.7243531342320515,11.2056,1013.24
12.288888888888888,12.288888888888888,0.8,1.882020191177555,11.0285,1013.7
10.02222222222222,10.02222222222222,0.86,1.7627535278648572,9.9015,1014.14
9.377777777777778,8.649999999999999,0.86,2.5377155080899043,15.6009,1014.34
9.416666666666668,9.416666666666668,0.9,2.1458331715210295,14.715400000000002,1014.6
11.827777777777776,11.827777777777776,0.92,1.7397700997545624,15.826300000000002,1011.68
10.761111111111113,10.761111111111113,0.91,2.2733455522643276,0.6118,1011.98
12.155555555555557,12.155555555555557,0.95,1.6881054469434071,3.6386,1015.64
9.67222222222222,9.188888888888888,0.94,2.390711191256694,0.6118,1012.26
8.15,7.15,0.94,2.6003845869409394,0.6118,1012.63
10.2,10.2,0.95,2.370421903375009,1.1109,1012.62
10.116666666666667,10.116666666666667,0.99,1.501332741266905,0.5152,1012.85
10.16111111111111,10.16111111111111,0.99,0.5814636704042653,0.4347,1013.61
11.244444444444447,11.244444444444447,0.98,1.6592468170829802,0.6923,1013.9
12.244444444444444,12.244444444444444,0.99,1.501332741266905,2.2057,1014.31
13.91111111111111,13.91111111111111,0.92,2.845751218922694,4.2021,1014.43
15.616666666666667,15.616666666666667,0.82,1.5120185184051154,6.3112,1014.73
15.072222222222225,15.072222222222225,0.86,1.8122913673027303,6.3434,1014.92
15.072222222222225,15.072222222222225,0.82,2.756664651349525,8.1949,1014.73
14.266666666666667,14.266666666666667,0.87,3.2498615355119362,6.8908000000000005,1014.92
16.016666666666666,16.016666666666666,0.81,2.5817435968740194,7.2772,1014.76
15.02777777777778,15.02777777777778,0.86,2.777030788450139,7.2772,1014.37
13.944444444444445,13.944444444444445,0.89,2.6976285882233677,6.3112,1014.83
12.916666666666666,12.916666666666666,0.95,3.388111568410934,4.7495,1015.11
12.894444444444446,12.894444444444446,0.95,2.297999129677816,5.216400000000001,1015.14
12.4,12.4,0.98,1.533166657607711,5.828200000000001,1015.5
12.266666666666666,12.266666666666666,0.99,2.8372521918222215,6.1985,1015.76
12.22222222222222,12.22222222222222,0.96,2.4896786941290237,6.1985,1016.35
11.25,11.25,0.96,1.6640913436467362,3.8318,1016.38
11.52777777777778,11.52777777777778,0.96,1.776400855662933,4.508,1016.43
11.538888888888891,11.538888888888891,0.96,2.4472842090774827,3.1234,1016.56
9.43888888888889,8.850000000000001,0.96,2.4439926350134527,1.8032000000000004,1017.23
11.43888888888889,11.43888888888889,0.96,2.5057932875638405,3.880100000000001,1016.17
11.394444444444442,11.394444444444442,0.96,2.5377155080899043,3.864,1016.25
11.52777777777778,11.52777777777778,0.96,2.5345413786324342,3.2522,1016.13
11.949999999999998,11.949999999999998,0.93,2.1977260975835913,0.6440000000000001,1016.17
11.97222222222222,11.97222222222222,1.0,3.1080540535840107,1.2558,1016.45
12.633333333333336,12.633333333333336,0.96,2.7683207906599265,2.3506,1016.94
12.755555555555556,12.755555555555556,0.96,2.8230302867663326,4.025,1017.06
13.844444444444443,13.844444444444443,0.9,2.8144626485352404,4.4919,1017.45
13.172222222222224,13.172222222222224,0.94,3.2224990302558663,6.262900000000001,1017.77
15.066666666666666,15.066666666666666,0.86,2.854224938577897,6.1985,1017.73
17.244444444444444,17.244444444444444,0.75,2.6766583644537083,11.27,1017.53
16.316666666666666,16.316666666666666,0.76,3.6533409367317473,11.0285,1017.31
17.383333333333333,17.383333333333333,0.74,3.6906097057261418,11.27,1016.82
15.272222222222224,15.272222222222224,0.76,2.8766994976882794,11.27,1016.6
17.45555555555556,17.45555555555556,0.72,2.297999129677816,11.0768,1016.39
16.22222222222222,16.22222222222222,0.77,3.340254481323242,11.27,1016.33
15.083333333333334,15.083333333333334,0.82,1.9201302039184738,11.27,1016.52
13.994444444444444,13.994444444444444,0.88,1.0691585476438936,9.6278,1016.81
12.17222222222222,12.17222222222222,0.92,0.8124653838779841,8.1305,1017.34
11.08888888888889,11.08888888888889,0.95,2.201385927092294,1.0626000000000002,1017.54
11.094444444444443,11.094444444444443,0.95,1.8387495751189176,1.7871000000000004,1017.43
9.883333333333333,9.883333333333333,0.96,1.8343663756185677,1.0626000000000002,1017.65
9.355555555555558,8.633333333333333,0.96,2.5345413786324342,3.3649,1017.56
9.86111111111111,9.86111111111111,0.96,1.798916340467227,4.459700000000001,1016.16
8.272222222222222,8.272222222222222,0.99,1.8211534806270449,1.9159,1017.16
8.866666666666667,8.866666666666667,0.96,1.6199691355084516,1.7549,1017.15
8.816666666666666,8.816666666666666,0.96,1.9860765342755553,2.3667,1017.28
7.155555555555556,7.155555555555556,1.0,1.3606983501129117,0.2898,1017.15
8.850000000000001,8.850000000000001,0.99,1.8648324321504064,1.7549,1017.36
11.177777777777775,11.177777777777775,0.93,1.6976159754196471,2.5599000000000003,1017.7
12.388888888888888,12.388888888888888,0.98,1.8518369258657739,6.295100000000001,1017.72
14.144444444444446,14.144444444444446,0.88,2.2086873930006483,9.982,1017.82
17.1,17.1,0.72,1.7489997141223323,11.0768,1017.77
18.93888888888889,18.93888888888889,0.64,2.049902436702781,11.27,1017.3
17.916666666666668,17.916666666666668,0.68,2.02222649572198,11.27,1016.9
19.98333333333333,19.98333333333333,0.53,1.1061645447219866,11.1412,1016.4
20.07222222222222,20.07222222222222,0.62,3.010697593581926,11.27,1015.9
20.07222222222222,20.07222222222222,0.56,3.079431765764587,11.27,1015.29
20.083333333333336,20.083333333333336,0.58,2.7361469258795297,11.3988,1014.9
19.08888888888889,19.08888888888889,0.63,3.021373859687013,11.2056,1014.68
17.45,17.45,0.62,2.7508180601413827,11.2056,1014.78
15.56666666666667,15.56666666666667,0.74,0.7177743377970545,9.982,1015.04
12.494444444444447,12.494444444444447,0.91,1.9860765342755553,9.982,1015.51
12.244444444444444,12.244444444444444,0.89,1.2367295581492341,15.826300000000002,1015.72
11.416666666666664,11.416666666666664,0.92,1.721162397916013,14.9569,1015.79
10.555555555555555,10.555555555555555,0.95,2.457132475061123,14.812,1015.83
10.466666666666669,10.466666666666669,0.93,1.7535963047406322,9.8049,1015.95
10.250000000000002,10.250000000000002,0.95,2.3014995111883034,4.7495,1017.13
9.355555555555558,9.355555555555558,0.96,1.2367295581492341,4.025,1015.82
8.311111111111112,8.311111111111112,0.96,1.794435844492636,2.0286,1015.82
